Unit Cell,ID,Error,E1,E2,E3,Nu12,Nu13,Nu23,G12,G13,G23,Stiff volume,Total volume
Lattice,519,0.00019042,44.409671595426,1.38612860838795,460.618730571488,5.27602464958976,0.0289253459695164,0.00090249358001638,35.3285530637042,147.843640625234,35.6834374993173,117.236283491092,511.746505401358
Lattice,520,1.7184e-05,287.399912997453,19.3449149647507,352.169066883247,1.290090581967,0.233501731149823,0.033769492461542,7.37559917429483,126.430831754716,8.8726184439684,169.887860840954,972.375376337247
Lattice,521,1.8657e-05,78.3268150232602,0.224778020142911,351.226960497403,16.1698124490218,0.065163042812096,0.000300827518700593,6.09705502215557,126.134175783589,8.4510408769937,169.887860840954,972.375376337247
Lattice,522,1.834e-05,21.7714231022947,0.0496432646038442,351.191732839034,20.2017836526229,0.0185867289056752,4.29629017110481e-05,6.04518019691486,126.122847122409,8.43493481524064,169.887860840954,972.375376337247
Lattice,523,2.9296e-05,192.328927388981,17.2277820233932,235.938255474181,1.17453320629949,0.231651822862063,0.0468110813331683,5.28098214228611,85.010157249865,5.7440458625907,116.805179368434,999.527654928034
Lattice,524,1.3582e-05,51.9293057873788,0.172653660666102,234.951250194216,15.0459811121249,0.0638802307944834,0.000383733766320315,3.50390163522643,84.6968217621325,5.35052211419465,116.805179368434,999.527654928034
Lattice,525,1.2798e-05,4.86681462787927,0.0122281136280293,234.915111938259,19.7172814212698,0.00617735787989278,1.75372962501528e-05,3.41965823205404,84.6848473436655,5.33548912995239,116.805179368434,999.527654928034
Lattice,526,1.2743e-05,383.224011898264,21.9728335640578,544.121614739855,1.78850549819572,0.197811437744653,0.0232319067357523,22.6955462293483,188.110249880029,24.3479339080609,191.559191620623,708.887417706542
Lattice,527,1.3586e-05,123.663821357221,0.899128852644466,543.224420648636,10.0248449489625,0.067609872132282,0.000566255549665824,21.7289752319922,187.834377406425,23.8841845186643,191.559191620623,708.887417706542
Lattice,528,1.3568e-05,103.975205230391,0.709718557487717,543.189145104825,10.645307786069,0.0574079245795089,0.000393603452652498,21.6917255740946,187.823841522255,23.8664630856824,191.559191620623,708.887417706542
Lattice,529,2.4041e-05,160.72885797888,16.1041308957126,219.655339899831,1.34557704440154,0.201395491147867,0.0477878171928597,6.87167851350413,77.2705020145365,7.46907112396236,89.9388897416254,827.60503631633
Lattice,530,1.5768e-05,26.376158998288,0.171749905554634,218.651435931862,11.4839491255424,0.0342657849934178,0.000404782043255504,4.78914899627977,76.9530149341245,7.08144920747541,89.9388897416254,827.60503631633
